feature,stat,p-value,effect_size,q-value,in_group_mean,out_group_mean
REACTOME_SENSORY_PERCEPTION_OF_SALTY_TASTE,-4.268686867783199,1.9662706520537847e-05,-0.6363382674015926,0.0006243836806427396,-0.6182657107542978,0.6663517732509964
GOBP_NEGATIVE_REGULATION_OF_CELL_DIVISION,-4.268686867783199,1.9662706520537847e-05,-0.6363382674015926,0.0006243836806427396,-0.7186589239782485,0.5992629880153728
HP_HYPERGLUTAMINEMIA,-4.245981086571587,2.1763898997577825e-05,-0.6329534893834992,0.0006627619182073007,-0.6472626415401527,0.6037188941187811
REACTOME_UREA_CYCLE,-4.223275305359974,2.4077740672946078e-05,-0.6295687113654055,0.0006994736056254589,-0.6937259046384526,0.5125519694442928
ANDERSEN_LIVER_CANCER_KRT19_UP,-4.200569524148361,2.6624439268810614e-05,-0.6261839333473119,0.000732970522727507,-0.7363365678461193,0.45901555034216895
GOCC_CHROMATOID_BODY,-4.177863742936748,2.9425984036183864e-05,-0.6227991553292184,0.0007746183180328067,-0.5840581610723901,0.6643352100669303
ROVERSI_GLIOMA_LOH_REGIONS,-4.177863742936748,2.9425984036183864e-05,-0.6227991553292184,0.0007746183180328067,-0.7289160798927498,0.5483613429609318
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_21,-4.177863742936748,2.9425984036183864e-05,-0.6227991553292184,0.0007746183180328067,-0.6478654852222138,0.5451473173215254
GOBP_POSITIVE_REGULATION_OF_MHC_CLASS_I_BIOSYNTHETIC_PROCESS,-4.177863742936748,2.9425984036183864e-05,-0.6227991553292184,0.0007746183180328067,-0.617722514024522,0.48491475955853713
GOCC_FEMALE_GERM_CELL_NUCLEUS,-4.155157961725135,3.250628883557e-05,-0.6194143773111247,0.0008239169293714504,-0.6740078689097303,0.6884500036922934
GOBP_MEIOTIC_DNA_DOUBLE_STRAND_BREAK_FORMATION,-4.132452180513523,3.589134537044929e-05,-0.6160295992930312,0.0008645773033177409,-0.6509521128685678,0.6261744922077331
GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS,-4.132452180513523,3.589134537044929e-05,-0.6160295992930312,0.0008645773033177409,-0.6455758176182934,0.5489603632343734
GOBP_UREA_CYCLE,-4.132452180513523,3.589134537044929e-05,-0.6160295992930312,0.0008645773033177409,-0.6403426213543262,0.582418289919172
GOBP_MITOCHONDRIAL_RNA_MODIFICATION,-4.087040618090297,4.3691064960567415e-05,-0.609260043256844,0.0009666791717173745,-0.7275200151815067,0.5137326058789169
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI,-3.996217493243846,6.436260649186701e-05,-0.5957209311844697,0.0012152834711198076,-0.38663115030314843,0.6910994107849259
GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPASE_A2_ACTIVITY,-3.9735117120322334,7.082067410470191e-05,-0.5923361531663761,0.0012816257475076701,-0.37093263316093084,0.7427362894030746
GOBP_TRNA_THREONYLCARBAMOYLADENOSINE_MODIFICATION,-3.9508059308206205,7.788846489109557e-05,-0.5889513751482826,0.001367381290803691,-0.7011849459890201,0.4196804331842569
GOBP_PROTEIN_RETENTION_IN_GOLGI_APPARATUS,-3.9281001496090076,8.56195577812126e-05,-0.585566597130189,0.0014545529853208022,-0.5126735249599461,0.5339894203096105
GOCC_INNER_ACROSOMAL_MEMBRANE,-3.9281001496090076,8.56195577812126e-05,-0.585566597130189,0.0014545529853208022,-0.434637671988237,0.6719584097021908
GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS,-3.905394368397395,9.407184419957945e-05,-0.5821818191120954,0.0015441116429248266,-0.6321637308990307,0.5070227979142994
GOCC_RNA_POLYMERASE_I_TRANSCRIPTION_REGULATOR_COMPLEX,-3.882688587185782,0.00010330783788447081,-0.5787970410940019,0.0016485501690224182,-0.6540418281622123,0.5633362465680158
GOBP_NEGATIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY,-3.882688587185782,0.00010330783788447081,-0.5787970410940019,0.0016485501690224182,-0.6811882153847085,0.5801122781578565
GOCC_RNA_POLYMERASE_TRANSCRIPTION_FACTOR_SL1_COMPLEX,-3.882688587185782,0.00010330783788447081,-0.5787970410940019,0.0016485501690224182,-0.6540418281622123,0.5633362465680158
DESCARTES_MAIN_FETAL_URETERIC_BUD_CELLS,-3.8599828059741697,0.00011339500363772778,-0.5754122630759083,0.0017497902609012455,-0.37336792733464913,0.7510431105748332
HP_AMEGAKARYOCYTIC_THROMBOCYTOPENIA,-3.8599828059741697,0.00011339500363772778,-0.5754122630759083,0.0017497902609012455,-0.5748020506773824,0.5948496316891799
HP_DILATATED_INTERNAL_AUDITORY_CANAL,-3.8372770247625567,0.0001244061058794083,-0.5720274850578146,0.0018366269841670541,-0.5999786789902274,0.6022658460076565
GOMF_XMP_5_NUCLEOSIDASE_ACTIVITY,-3.8372770247625567,0.0001244061058794083,-0.5720274850578146,0.0018366269841670541,-0.6060467443141974,0.5684735500392166
REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS,-3.8372770247625567,0.0001244061058794083,-0.5720274850578146,0.0018366269841670541,-0.2562340009672657,0.6245817553963259
HP_ABNORMAL_MEAN_CORPUSCULAR_VOLUME,-3.8372770247625567,0.0001244061058794083,-0.5720274850578146,0.0018366269841670541,-0.6912107777962707,0.44620142603739116
HP_IMPAIRED_MYOCARDIAL_CONTRACTILITY,-3.814571243550944,0.00013641957789869012,-0.5686427070397211,0.0019523312041113561,-0.3507657579427023,0.6866039024053258
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT,-3.814571243550944,0.00013641957789869012,-0.5686427070397211,0.0019523312041113561,-0.49140418517897666,0.6292730322225978
GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT,-3.7918654623393313,0.00014951991270770602,-0.5652579290216275,0.0020592636095504847,-0.2984679853097576,0.7659142305669243
HP_ABNORMAL_CIRCULATING_GLUTAMINE_CONCENTRATION,-3.7691596811277184,0.00016379807641820536,-0.561873151003534,0.002187874306443172,-0.5874601781117238,0.5985994476617816
GOCC_EKC_KEOPS_COMPLEX,-3.7691596811277184,0.00016379807641820536,-0.561873151003534,0.002187874306443172,-0.6529806995934693,0.4444775099837363
FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_DN,-3.7691596811277184,0.00016379807641820536,-0.561873151003534,0.002187874306443172,-0.4844893298914242,0.6151710844909243
GOBP_7_METHYLGUANOSINE_RNA_CAPPING,-3.7691596811277184,0.00016379807641820536,-0.561873151003534,0.002187874306443172,-0.5708178655885126,0.5017594060749416
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP,-3.7691596811277184,0.00016379807641820536,-0.561873151003534,0.002187874306443172,0.008722815630268171,0.7291136355784755
GOMF_INTERLEUKIN_1_RECEPTOR_BINDING,-3.746453899916106,0.00017935194507190695,-0.5584883729854404,0.0023183511793857096,-0.29363735260003293,0.6417453418704934
GOBP_NEGATIVE_REGULATION_OF_CYTOKINESIS,-3.746453899916106,0.00017935194507190695,-0.5584883729854404,0.0023183511793857096,-0.5733548863536853,0.5526262337336916
GOCC_CHROMAFFIN_GRANULE,-3.746453899916106,0.00017935194507190695,-0.5584883729854404,0.0023183511793857096,-0.5607726417125215,0.5546500044755389
KEGG_MEDICUS_REFERENCE_UREA_CYCLE,-3.746453899916106,0.00017935194507190695,-0.5584883729854404,0.0023183511793857096,-0.6099362898325147,0.48694178414096795
GOBP_ARACHIDONIC_ACID_SECRETION,-3.746453899916106,0.00017935194507190695,-0.5584883729854404,0.0023183511793857096,-0.46325993635285856,0.6574416426083473
GOBP_POSITIVE_REGULATION_OF_NON_MOTILE_CILIUM_ASSEMBLY,-3.746453899916106,0.00017935194507190695,-0.5584883729854404,0.0023183511793857096,-0.6809423719542144,0.5116171917789917
ZHAN_MULTIPLE_MYELOMA_MS_DN,-3.746453899916106,0.00017935194507190695,-0.5584883729854404,0.0023183511793857096,-0.6660265557829333,0.499467831468998
GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS,-3.746453899916106,0.00017935194507190695,-0.5584883729854404,0.0023183511793857096,-0.5586197938314585,0.5377032409966426
GOCC_POLE_PLASM,-3.723748118704493,0.00019628676586387332,-0.5551035949673468,0.002420742259029547,-0.619107607017703,0.5161234266154604
REACTOME_REPRODUCTION,-3.723748118704493,0.00019628676586387332,-0.5551035949673468,0.002420742259029547,-0.6435468733708407,0.5108828100309913
GOBP_TROPHOBLAST_GIANT_CELL_DIFFERENTIATION,-3.723748118704493,0.00019628676586387332,-0.5551035949673468,0.002420742259029547,-0.46071300833965884,0.6606977227171084
HP_SPERMATOGENESIS_MATURATION_ARREST,-3.723748118704493,0.00019628676586387332,-0.5551035949673468,0.002420742259029547,-0.6669950245323514,0.5006377434565805
GOCC_CATSPER_COMPLEX,-3.70104233749288,0.00021471564370389578,-0.5517188169492532,0.002561671278499456,-0.4046101518105397,0.6884847779737534
GOBP_GAP_JUNCTION_MEDIATED_INTERCELLULAR_TRANSPORT,-3.70104233749288,0.00021471564370389578,-0.5517188169492532,0.002561671278499456,-0.3864529043209306,0.6146838283184834
GOCC_TRANSCRIPTION_FACTOR_TFIIA_COMPLEX,-3.6783365562812675,0.000234760054063533,-0.5483340389311596,0.0027185860389146287,-0.7679705116762687,0.2935391630447968
WEBER_METHYLATED_HCP_IN_SPERM_UP,-3.6783365562812675,0.000234760054063533,-0.5483340389311596,0.0027185860389146287,-0.7063887825601841,0.3994108105299242
GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION,-3.6783365562812675,0.000234760054063533,-0.5483340389311596,0.0027185860389146287,-0.6992656624311596,0.4762047482425675
WP_MTHFR_DEFICIENCY,-3.6783365562812675,0.000234760054063533,-0.5483340389311596,0.0027185860389146287,-0.6101235275290299,0.5270706515501672
GOCC_JUNCTIONAL_MEMBRANE_COMPLEX,-3.6783365562812675,0.000234760054063533,-0.5483340389311596,0.0027185860389146287,-0.5057439777415351,0.6504712067497349
NEBEN_AML_WITH_FLT3_OR_NRAS_DN,-3.6783365562812675,0.000234760054063533,-0.5483340389311596,0.0027185860389146287,-0.6179128165407227,0.47497707172385156
REACTOME_NICOTINATE_METABOLISM,-3.6556307750696546,0.00025655038305572936,-0.5449492609130661,0.0028772165349808475,-0.5309469334789523,0.5992140169118522
GOBP_INOSITOL_TRISPHOSPHATE_METABOLIC_PROCESS,-3.6556307750696546,0.00025655038305572936,-0.5449492609130661,0.0028772165349808475,-0.34075938938431827,0.672069339997045
GOBP_FUCOSE_CATABOLIC_PROCESS,-3.6556307750696546,0.00025655038305572936,-0.5449492609130661,0.0028772165349808475,-0.23369765598914938,0.7312002297040014
GOBP_NCRNA_EXPORT_FROM_NUCLEUS,-3.6556307750696546,0.00025655038305572936,-0.5449492609130661,0.0028772165349808475,-0.6525910108466063,0.35210262838521206
SLEBOS_HEAD_AND_NECK_CANCER_WITH_HPV_UP,-3.6556307750696546,0.00025655038305572936,-0.5449492609130661,0.0028772165349808475,-0.5654555316089523,0.46501555672955597
HP_HYPOPLASIA_OF_THE_EAR_CARTILAGE,-3.6556307750696546,0.00025655038305572936,-0.5449492609130661,0.0028772165349808475,-0.6061020168412827,0.4477216481021159
GOCC_DNA_RECOMBINASE_MEDIATOR_COMPLEX,-3.6329249938580417,0.00028022649568960255,-0.5415644828949725,0.003067787460400701,-0.6751017343924283,0.43814686624082133
GOBP_MHC_CLASS_I_BIOSYNTHETIC_PROCESS,-3.6329249938580417,0.00028022649568960255,-0.5415644828949725,0.003067787460400701,-0.599750183981406,0.4381114497125399
DESCARTES_MAIN_FETAL_SLC26A4_PAEP_POSITIVE_CELLS,-3.6329249938580417,0.00028022649568960255,-0.5415644828949725,0.003067787460400701,-0.6848603008642307,0.374083775152898
GOBP_RNA_CAPPING,-3.6329249938580417,0.00028022649568960255,-0.5415644828949725,0.003067787460400701,-0.6960912350157215,0.38928143119646325
WP_KETOGENESIS_AND_KETOLYSIS,-3.610219212646429,0.00030593833323475745,-0.5381797048768789,0.0032302021005903184,-0.6527856258823745,0.3874257317376317
HP_ALKALOSIS,-3.610219212646429,0.00030593833323475745,-0.5381797048768789,0.0032302021005903184,-0.47032173917675063,0.6507272587615186
GOBP_MITOCHONDRIAL_TRNA_PROCESSING,-3.610219212646429,0.00030593833323475745,-0.5381797048768789,0.0032302021005903184,-0.611777536545995,0.4337849738545123
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_8,-3.5875134314348163,0.0003338465406169678,-0.5347949268587853,0.003432975933961447,-0.6960717515299011,0.39465850855189294
GOBP_HYDROGEN_SULFIDE_METABOLIC_PROCESS,-3.5875134314348163,0.0003338465406169678,-0.5347949268587853,0.003432975933961447,-0.5739890988451287,0.43758161529536777
GOBP_MRNA_METHYLATION,-3.5875134314348163,0.0003338465406169678,-0.5347949268587853,0.003432975933961447,-0.6209148184496921,0.4323324024107898
GOCC_POST_MRNA_RELEASE_SPLICEOSOMAL_COMPLEX,-3.5875134314348163,0.0003338465406169678,-0.5347949268587853,0.003432975933961447,-0.6548945660377273,0.31571669020298193
HP_ABNORMAL_CIRCULATING_ACYLCARNITINE_CONCENTRATION,-3.564807650223204,0.00036412312475002904,-0.5314101488406918,0.0036376289213749437,-0.6011862519288491,0.5321587488507772
HP_EPIPHORA,-3.542101869011591,0.00039695214468668283,-0.5280253708225982,0.0038661484925213378,-0.26534028224449013,0.6489524416913235
GOMF_1_ACYLGLYCEROPHOSPHOCHOLINE_O_ACYLTRANSFERASE_ACTIVITY,-3.542101869011591,0.00039695214468668283,-0.5280253708225982,0.0038661484925213378,-0.3958196267762679,0.5500217513330287
HP_EMG_SLOW_MOTOR_CONDUCTION,-3.542101869011591,0.00039695214468668283,-0.5280253708225982,0.0038661484925213378,-0.5499167461408935,0.5653976541312654
HP_DENTAL_ENAMEL_PITS,-3.542101869011591,0.00039695214468668283,-0.5280253708225982,0.0038661484925213378,-0.11722446745904938,0.6615910416861329
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES,-3.519396087799978,0.0004325304344443778,-0.5246405928045046,0.0040988103669475666,-0.5303727249982045,0.5419564831057372
KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_E3_UBIQUITIN_LIGASE_MALIN,-3.519396087799978,0.0004325304344443778,-0.5246405928045046,0.0040988103669475666,-0.6292964873320648,0.3654549100962697
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_DN,-3.519396087799978,0.0004325304344443778,-0.5246405928045046,0.0040988103669475666,-0.31587817913662275,0.6983839890589028
GOBP_PIRNA_PROCESSING,-3.519396087799978,0.0004325304344443778,-0.5246405928045046,0.0040988103669475666,-0.6689086483945134,0.4791682768838198
HP_ACUTE_MYELOID_LEUKEMIA,-3.4966903065883654,0.0004710683593290236,-0.521255814786411,0.004324407538640437,-0.6473379404755771,0.4035949793520517
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,-3.4966903065883654,0.0004710683593290236,-0.521255814786411,0.004324407538640437,-0.7403538559726347,0.2599488064818014
ZWANG_DOWN_BY_2ND_EGF_PULSE,-3.4966903065883654,0.0004710683593290236,-0.521255814786411,0.004324407538640437,-0.6125047622512209,0.4158546184480619
GOMF_MRNA_METHYLTRANSFERASE_ACTIVITY,-3.4966903065883654,0.0004710683593290236,-0.521255814786411,0.004324407538640437,-0.5570198525397468,0.521610443142047
REACTOME_DOPAMINE_CLEARANCE_FROM_THE_SYNAPTIC_CLEFT,-3.4966903065883654,0.0004710683593290236,-0.521255814786411,0.004324407538640437,-0.3080878123424941,0.6480300025939087
GOBP_10_FORMYLTETRAHYDROFOLATE_METABOLIC_PROCESS,-3.4966903065883654,0.0004710683593290236,-0.521255814786411,0.004324407538640437,-0.6501178093100143,0.43155162973495587
GOCC_ELONGATOR_HOLOENZYME_COMPLEX,-3.4966903065883654,0.0004710683593290236,-0.521255814786411,0.004324407538640437,-0.7082775246939055,0.14955740029143805
LANDEMAINE_LUNG_METASTASIS,-3.4966903065883654,0.0004710683593290236,-0.521255814786411,0.004324407538640437,-0.37995111439650303,0.688386115537125
MIKKELSEN_ES_LCP_WITH_H3K4ME3_AND_H3K27ME3,-3.4739845253767525,0.000512790606541392,-0.5178710367683175,0.004575962835679548,-0.5781839187779856,0.5293798299414021
GOBP_PLASMA_MEMBRANE_FUSION,-3.4739845253767525,0.000512790606541392,-0.5178710367683175,0.004575962835679548,-0.3801978150817433,0.5880559154992419
HEBERT_MATRISOME_TNBC_BRAIN_METASTASIS_TUMOR_CELL_DERIVED,-3.4739845253767525,0.000512790606541392,-0.5178710367683175,0.004575962835679548,-0.6236480784728985,0.3869753300328137
GOBP_TRNA_5_END_PROCESSING,-3.4512787441651396,0.0005579370108061416,-0.5144862587502238,0.004887272670992728,-0.6741340421700331,0.3321172120396949
WP_MITOCHONDRIAL_COMPLEX_II_ASSEMBLY,-3.4512787441651396,0.0005579370108061416,-0.5144862587502238,0.004887272670992728,-0.6285929604604233,0.4289686791289476
KEGG_MEDICUS_REFERENCE_PURINE_SALVAGE_PATHWAY_HYPOXANTHINE_GUANINE_TO_IMP_GMP,-3.4512787441651396,0.0005579370108061416,-0.5144862587502238,0.004887272670992728,-0.5852332401439376,0.5085654242393592
GAUTAM_EYE_CORNEA_ELF3_HIGH_EPITHELIAL_CELLS,-3.4512787441651396,0.0005579370108061416,-0.5144862587502238,0.004887272670992728,-0.391612966054451,0.5721245672066144
GOBP_TRANSLATIONAL_READTHROUGH,-3.428572962953527,0.0006067634157123014,-0.5111014807321302,0.005162703885964627,-0.6393714813217414,0.44624631197277453
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,-3.428572962953527,0.0006067634157123014,-0.5111014807321302,0.005162703885964627,-0.2891243798129914,0.6702662802284864
GOBP_CHOLINE_TRANSPORT,-3.428572962953527,0.0006067634157123014,-0.5111014807321302,0.005162703885964627,-0.27831352115444163,0.6720771779586425
REACTOME_SPERM_MOTILITY_AND_TAXES,-3.428572962953527,0.0006067634157123014,-0.5111014807321302,0.005162703885964627,-0.3193789605858838,0.5930998011664944
GOCC_PAM_COMPLEX_TIM23_ASSOCIATED_IMPORT_MOTOR,-3.428572962953527,0.0006067634157123014,-0.5111014807321302,0.005162703885964627,-0.6091827971478012,0.4189066348443606
MCBRYAN_PUBERTAL_BREAST_5_6WK_UP,-3.428572962953527,0.0006067634157123014,-0.5111014807321302,0.005162703885964627,-0.2827874378156136,0.692806953321972
GOBP_DUCTUS_ARTERIOSUS_CLOSURE,-3.405867181741914,0.0006595425713960307,-0.5077167027140367,0.005480629432156944,-0.5032028296583805,0.5520782228007614
HP_HYPOPLASIA_OF_THE_UTERUS,-3.405867181741914,0.0006595425713960307,-0.5077167027140367,0.005480629432156944,-0.5016365132537338,0.4162082524101077
MEISSNER_BRAIN_HCP_WITH_H3K4ME2,-3.405867181741914,0.0006595425713960307,-0.5077167027140367,0.005480629432156944,-0.31346001482201946,0.674642203589987
GOBP_HOMOLOGOUS_CHROMOSOME_PAIRING_AT_MEIOSIS,-3.405867181741914,0.0006595425713960307,-0.5077167027140367,0.005480629432156944,-0.5464091756189865,0.4332462754587836
GOBP_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION,-3.3831614005303017,0.0007165650691313032,-0.5043319246959431,0.005811013546488837,-0.2582964536083453,0.6825195948835814
GOCC_PICLN_SM_PROTEIN_COMPLEX,-3.3831614005303017,0.0007165650691313032,-0.5043319246959431,0.005811013546488837,-0.6328475274034076,0.3073763298699283
HP_ABNORMAL_CIRCULATING_FATTY_ACID_ANION_CONCENTRATION,-3.3831614005303017,0.0007165650691313032,-0.5043319246959431,0.005811013546488837,-0.5498034001712403,0.5152678383560281
GOBP_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS,-3.3831614005303017,0.0007165650691313032,-0.5043319246959431,0.005811013546488837,-0.48420507876380386,0.46277797218025113
MEISSNER_NPC_HCP_WITH_H3K27ME3,-3.3831614005303017,0.0007165650691313032,-0.5043319246959431,0.005811013546488837,-0.4840027223524054,0.5614737012944666
HP_EYE_POKING,-3.3831614005303017,0.0007165650691313032,-0.5043319246959431,0.005811013546488837,-0.6165340248431131,0.37469228877325517
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG,-3.3604556193186887,0.0007781403133216515,-0.5009471466778496,0.006156111629522122,-0.3250292380217346,0.6293687179490346
NIKOLSKY_BREAST_CANCER_7P15_AMPLICON,-3.3604556193186887,0.0007781403133216515,-0.5009471466778496,0.006156111629522122,-0.5379027040339591,0.5654153814529268
GOMF_TRNA_GUANINE_METHYLTRANSFERASE_ACTIVITY,-3.3604556193186887,0.0007781403133216515,-0.5009471466778496,0.006156111629522122,-0.5720470441259673,0.4645320757162292
GOCC_TRANSCRIPTION_FACTOR_TFIIH_HOLO_COMPLEX,-3.3604556193186887,0.0007781403133216515,-0.5009471466778496,0.006156111629522122,-0.6706971944235207,0.2522759831859337
GNF2_DAP3,-3.3604556193186887,0.0007781403133216515,-0.5009471466778496,0.006156111629522122,-0.6426626510365288,0.27847841705582504
HP_ABNORMAL_U_WAVE,-3.337749838107076,0.0008445975313056656,-0.49756236865975595,0.0065144713344978695,-0.6872668737999106,0.43648989427144863
WP_HYPOTHETICAL_CRANIOFACIAL_DEVELOPMENT_PATHWAY,-3.337749838107076,0.0008445975313056656,-0.49756236865975595,0.0065144713344978695,-0.43542878861234785,0.4915760688544054
GOBP_TRNA_5_LEADER_REMOVAL,-3.337749838107076,0.0008445975313056656,-0.49756236865975595,0.0065144713344978695,-0.6585116669963256,0.31882657801495773
HP_SECRETORY_DIARRHEA,-3.337749838107076,0.0008445975313056656,-0.49756236865975595,0.0065144713344978695,-0.2677027184715399,0.637326291821013
HP_BASAL_GANGLIA_GLIOSIS,-3.337749838107076,0.0008445975313056656,-0.49756236865975595,0.0065144713344978695,-0.6939225224543586,0.34558009120114236
HEIDENBLAD_AMPLICON_8Q24_DN,-3.3150440568954633,0.0009162868213006879,-0.4941775906416624,0.006859923132780507,-0.5256132362019957,0.39663321729385675
GOBP_KERATINOCYTE_PROLIFERATION,-3.3150440568954633,0.0009162868213006879,-0.4941775906416624,0.006859923132780507,-0.28821119145199636,0.6908116642890029
GOBP_POSITIVE_REGULATION_OF_CELLULAR_SENESCENCE,-3.3150440568954633,0.0009162868213006879,-0.4941775906416624,0.006859923132780507,-0.6533966448592428,0.40221679777463415
WEBER_METHYLATED_HCP_IN_FIBROBLAST_DN,-3.3150440568954633,0.0009162868213006879,-0.4941775906416624,0.006859923132780507,-0.5872818197709946,0.43920733584306193
KORKOLA_EMBRYONAL_CARCINOMA,-3.3150440568954633,0.0009162868213006879,-0.4941775906416624,0.006859923132780507,-0.4603974802703908,0.5769498548322819
GOMF_CALCIUM_SODIUM_ANTIPORTER_ACTIVITY,-3.2923382756838504,0.0009935802387124112,-0.49079281262356883,0.007251498446457017,-0.39010844211173484,0.5019476853465731
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,-3.2923382756838504,0.0009935802387124112,-0.49079281262356883,0.007251498446457017,-0.6296059250607363,0.32917229650583346
WP_FATTY_ACID_TRANSPORTERS,-3.2923382756838504,0.0009935802387124112,-0.49079281262356883,0.007251498446457017,-0.5494294521832951,0.4948285590456912
GOMF_CYTIDYLYLTRANSFERASE_ACTIVITY,-3.2923382756838504,0.0009935802387124112,-0.49079281262356883,0.007251498446457017,-0.543752613450067,0.5071336751904357
HP_ANGULATED_MUSCLE_FIBERS,-3.2923382756838504,0.0009935802387124112,-0.49079281262356883,0.007251498446457017,-0.5947262393325465,0.46685028129780365
HP_RENAL_SALT_WASTING,-3.2923382756838504,0.0009935802387124112,-0.49079281262356883,0.007251498446457017,-0.49476637183517924,0.43821582318459623
GNF2_SERPINB5,-3.2696324944722375,0.001076872920932912,-0.4874080346054752,0.007632132759391175,-0.0731945481773931,0.6374264997909307
WP_UREA_CYCLE_AND_RELATED_DISEASES,-3.2696324944722375,0.001076872920932912,-0.4874080346054752,0.007632132759391175,-0.5041199691873901,0.5190321663224338
GNF2_NPM1,-3.2696324944722375,0.001076872920932912,-0.4874080346054752,0.007632132759391175,-0.6119060481967789,0.27684629683789513
