feature,stat,p-value,effect_size,q-value,in_group_mean,out_group_mean
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,5.472093271998675,4.4475063336866436e-08,0.8157315023605523,0.0001377212852781472,0.8238041442453518,-0.8086372548906406
WP_ANGIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY,5.472093271998675,4.4475063336866436e-08,0.8157315023605523,0.0001377212852781472,0.8200231137143976,-0.8378142782150142
HP_ABNORMALITY_OF_THE_GINGIVA,5.449387490787063,5.054358491201779e-08,0.8123467243424588,0.0001377212852781472,0.8333932439499377,-0.7797018829137513
GOBP_FIBRINOLYSIS,5.42668170957545,5.741137444850566e-08,0.8089619463243651,0.0001377212852781472,0.9565105461322325,-0.7042684714160898
GOBP_CHONDROITIN_SULFATE_METABOLIC_PROCESS,5.403975928363837,6.517969545061339e-08,0.8055771683062716,0.0001377212852781472,0.8210034189992256,-0.708688461820845
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH,5.3585643659406115,8.388585135242006e-08,0.7988076122700843,0.0001377212852781472,0.7703948605303631,-0.8492428316748174
BIOCARTA_MONOCYTE_PATHWAY,5.3585643659406115,8.388585135242006e-08,0.7988076122700843,0.0001377212852781472,0.9202027900562878,-0.5058677165945762
PID_UPA_UPAR_PATHWAY,5.3585643659406115,8.388585135242006e-08,0.7988076122700843,0.0001377212852781472,0.8110613012030469,-0.766874718744204
GOMF_MACROLIDE_BINDING,5.335858584728999,9.509349638303931e-08,0.7954228342519909,0.0001377212852781472,0.6808207991253089,-0.8219975820603113
PID_EPHRINB_REV_PATHWAY,5.335858584728999,9.509349638303931e-08,0.7954228342519909,0.0001377212852781472,0.9472070479365733,-0.600182180024833
AIZARANI_LIVER_C4_EPCAM_POS_BILE_DUCT_CELLS_1,5.3131528035173865,1.0774461666744022e-07,0.7920380562338973,0.0001377212852781472,0.9587301454733275,-0.28341539308264674
GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING,5.267741241094161,1.3811259829886325e-07,0.7852685001977101,0.0001377212852781472,0.9154767240142948,-0.4671858771846393
HP_ESOPHAGEAL_VARIX,5.42668170957545,5.741137444850566e-08,0.8089619463243651,0.0001377212852781472,0.8552382503264215,-0.7796126593136747
GOCC_PLATELET_ALPHA_GRANULE_LUMEN,5.267741241094161,1.3811259829886325e-07,0.7852685001977101,0.0001377212852781472,0.8927711258184268,-0.7424060129335112
HP_EEG_WITH_GENERALIZED_EPILEPTIFORM_DISCHARGES,5.199623897459323,1.996921807233999e-07,0.7751141661434294,0.0001377212852781472,0.806200156898089,-0.8181115369798421
GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS,5.222329678670935,1.7668604421878398e-07,0.7784989441615229,0.0001377212852781472,0.8168643894849957,-0.6948895533482102
GERHOLD_RESPONSE_TO_TZD_DN,5.222329678670935,1.7668604421878398e-07,0.7784989441615229,0.0001377212852781472,0.900856339300632,-0.7726184551152909
HP_LIMITED_HIP_MOVEMENT,5.222329678670935,1.7668604421878398e-07,0.7784989441615229,0.0001377212852781472,0.8625250025354876,-0.7284999497863088
HP_PROLONGED_BLEEDING_FOLLOWING_PROCEDURE,5.222329678670935,1.7668604421878398e-07,0.7784989441615229,0.0001377212852781472,0.9250085293331446,-0.6539219475037014
HP_PROLONGED_BLEEDING_AFTER_DENTAL_EXTRACTION,5.222329678670935,1.7668604421878398e-07,0.7784989441615229,0.0001377212852781472,0.9216530818231955,-0.6635009964489188
AIZARANI_LIVER_C7_EPCAM_POS_BILE_DUCT_CELLS_2,5.199623897459323,1.996921807233999e-07,0.7751141661434294,0.0001377212852781472,0.9264843830435704,-0.25209622870075415
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,5.245035459882548,1.5625227261374014e-07,0.7818837221796164,0.0001377212852781472,0.8487156620366829,-0.7533532246159048
REACTOME_RET_SIGNALING,5.245035459882548,1.5625227261374014e-07,0.7818837221796164,0.0001377212852781472,0.7511866876822093,-0.8501142424910301
GOCC_PLATELET_ALPHA_GRANULE,5.245035459882548,1.5625227261374014e-07,0.7818837221796164,0.0001377212852781472,0.8545492984366171,-0.7430177025774326
GOBP_CHONDROITIN_SULFATE_BIOSYNTHETIC_PROCESS,5.245035459882548,1.5625227261374014e-07,0.7818837221796164,0.0001377212852781472,0.8234169202783046,-0.693943182712157
PILON_KLF1_TARGETS_UP,5.245035459882548,1.5625227261374014e-07,0.7818837221796164,0.0001377212852781472,0.8659486798798692,-0.6401102538107287
HP_GINGIVAL_OVERGROWTH,5.267741241094161,1.3811259829886325e-07,0.7852685001977101,0.0001377212852781472,0.7194366932560677,-0.8093100689032826
HP_GINGIVAL_BLEEDING,5.245035459882548,1.5625227261374014e-07,0.7818837221796164,0.0001377212852781472,0.9096907920826603,-0.7201706275344388
WOO_LIVER_CANCER_RECURRENCE_UP,5.267741241094161,1.3811259829886325e-07,0.7852685001977101,0.0001377212852781472,0.7797883890130197,-0.7960553269659204
HP_APLASIA_HYPOPLASIA_INVOLVING_THE_VERTEBRAL_COLUMN,5.063389210189646,4.1186777835251895e-07,0.754805498034868,0.00014644509950013156,0.7714268516887955,-0.7633048622601845
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION,5.063389210189646,4.1186777835251895e-07,0.754805498034868,0.00014644509950013156,0.7253948645331085,-0.7829792089726395
WEIGEL_OXIDATIVE_STRESS_BY_HNE_AND_H2O2,5.063389210189646,4.1186777835251895e-07,0.754805498034868,0.00014644509950013156,0.5690429182420274,-0.8502278234839586
HP_LIMITATION_OF_JOINT_MOBILITY,5.063389210189646,4.1186777835251895e-07,0.754805498034868,0.00014644509950013156,0.7121563595559329,-0.7969902791669373
GCM_AQP4,5.040683428978033,4.638722656240484e-07,0.7514207200167743,0.00015208383565817017,0.7781350705581922,-0.6746044387113431
HP_ABNORMAL_SCLERA_MORPHOLOGY,5.040683428978033,4.638722656240484e-07,0.7514207200167743,0.00015208383565817017,0.5933970014040919,-0.7610306670475808
HP_ABNORMAL_ORAL_PHYSIOLOGY,5.040683428978033,4.638722656240484e-07,0.7514207200167743,0.00015208383565817017,0.6656205476294974,-0.7590083331978821
HP_ABNORMAL_CIRCULATING_ALPHA_FETOPROTEIN_CONCENTRATION,5.040683428978033,4.638722656240484e-07,0.7514207200167743,0.00015208383565817017,0.8012635945819363,-0.7430954579694887
GOBP_BLOOD_COAGULATION_FIBRIN_CLOT_FORMATION,5.040683428978033,4.638722656240484e-07,0.7514207200167743,0.00015208383565817017,0.9207110600933053,-0.6703366412357861
PID_INTEGRIN2_PATHWAY,5.040683428978033,4.638722656240484e-07,0.7514207200167743,0.00015208383565817017,0.9087615232976173,-0.5360556495670425
MODULE_412,4.995271866554807,5.875294041744543e-07,0.7446511639805871,0.0001561282085093063,0.7807708559906629,-0.5600822114422295
HP_DISPROPORTIONATE_SHORT_STATURE,4.995271866554807,5.875294041744543e-07,0.7446511639805871,0.0001561282085093063,0.5291038084570416,-0.8226107990706467
GOBP_REGULATION_OF_FOCAL_ADHESION_DISASSEMBLY,4.995271866554807,5.875294041744543e-07,0.7446511639805871,0.0001561282085093063,0.7992217381756102,-0.7839103035722276
MODULE_12,4.995271866554807,5.875294041744543e-07,0.7446511639805871,0.0001561282085093063,0.7908998130118818,-0.678237339981752
GOMF_PROFILIN_BINDING,4.995271866554807,5.875294041744543e-07,0.7446511639805871,0.0001561282085093063,0.773227737484385,-0.8052679247744928
RODWELL_AGING_KIDNEY_NO_BLOOD_UP,4.995271866554807,5.875294041744543e-07,0.7446511639805871,0.0001561282085093063,0.7600566653017917,-0.7469750995261365
REACTOME_SIGNAL_TRANSDUCTION_BY_L1,4.995271866554807,5.875294041744543e-07,0.7446511639805871,0.0001561282085093063,0.7846713957292284,-0.7377627634548325
HP_SPONTANEOUS_HEMATOMAS,4.995271866554807,5.875294041744543e-07,0.7446511639805871,0.0001561282085093063,0.8396954961667645,-0.6526515169590508
GOBP_ENDOCYTOSIS,4.995271866554807,5.875294041744543e-07,0.7446511639805871,0.0001561282085093063,0.8029824259185883,-0.611974778045743
MODULE_137,5.01797764776642,5.221825071658265e-07,0.7480359419986807,0.0001561282085093063,0.8203394142592646,-0.6908985303640105
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING,4.995271866554807,5.875294041744543e-07,0.7446511639805871,0.0001561282085093063,0.7550262259836452,-0.8249491024430873
HP_THORACIC_HYPOPLASIA,5.01797764776642,5.221825071658265e-07,0.7480359419986807,0.0001561282085093063,0.5872328937936006,-0.836613300030405
HP_BONE_PAIN,5.01797764776642,5.221825071658265e-07,0.7480359419986807,0.0001561282085093063,0.796220008337873,-0.6454755228669851
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,5.01797764776642,5.221825071658265e-07,0.7480359419986807,0.0001561282085093063,0.7790796236441246,-0.7600955178923321
ONDER_CDH1_TARGETS_2_UP,5.01797764776642,5.221825071658265e-07,0.7480359419986807,0.0001561282085093063,0.5754779870544625,-0.8797538887316436
GOBP_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,5.01797764776642,5.221825071658265e-07,0.7480359419986807,0.0001561282085093063,0.7810663878731746,-0.8003834144175764
GOBP_REGULATION_OF_WOUND_HEALING,5.01797764776642,5.221825071658265e-07,0.7480359419986807,0.0001561282085093063,0.8940782807026956,-0.4490989827900134
WP_OSTEOCLAST_SIGNALING,4.995271866554807,5.875294041744543e-07,0.7446511639805871,0.0001561282085093063,0.7869314590055801,-0.5514350561585718
GOBP_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS,4.972566085343195,6.607243691866831e-07,0.7412663859624936,0.00016679986700117815,0.7369749294902664,-0.6921749653643525
GOBP_CELL_GROWTH,4.972566085343195,6.607243691866831e-07,0.7412663859624936,0.00016679986700117815,0.7615877012600631,-0.7468668005971364
KAAB_HEART_ATRIUM_VS_VENTRICLE_UP,4.972566085343195,6.607243691866831e-07,0.7412663859624936,0.00016679986700117815,0.6747601502416319,-0.764628087300775
ZHAN_MULTIPLE_MYELOMA_MS_UP,4.972566085343195,6.607243691866831e-07,0.7412663859624936,0.00016679986700117815,0.7914330917290254,-0.7360282896943084
HP_ABNORMAL_MORPHOLOGY_OF_BONY_ORBIT_OF_SKULL,4.972566085343195,6.607243691866831e-07,0.7412663859624936,0.00016679986700117815,0.6552104842973372,-0.680029374132607
GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,4.927154522919969,8.343576958425885e-07,0.7344968299263064,0.0001698658067060173,0.8459076351343208,-0.5779466895925002
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,4.927154522919969,8.343576958425885e-07,0.7344968299263064,0.0001698658067060173,0.7332136812556036,-0.6888644753643116
HP_PROLONGED_BLEEDING_FOLLOWING_CIRCUMCISION,4.927154522919969,8.343576958425885e-07,0.7344968299263064,0.0001698658067060173,0.8586600323684674,-0.6185501481491723
HP_MENOMETRORRHAGIA,4.927154522919969,8.343576958425885e-07,0.7344968299263064,0.0001698658067060173,0.9023366023807425,-0.6566281404604474
RAGHAVACHARI_PLATELET_SPECIFIC_GENES,4.927154522919969,8.343576958425885e-07,0.7344968299263064,0.0001698658067060173,0.7584278722484826,-0.7645163103774549
MODULE_11,4.927154522919969,8.343576958425885e-07,0.7344968299263064,0.0001698658067060173,0.8183801251575269,-0.7031486792801556
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_2NM_DN,4.927154522919969,8.343576958425885e-07,0.7344968299263064,0.0001698658067060173,0.8135030932919658,-0.591274257044981
HP_BROAD_PALM,4.927154522919969,8.343576958425885e-07,0.7344968299263064,0.0001698658067060173,0.5798882142444737,-0.754434109409902
REACTOME_HEMOSTASIS,4.927154522919969,8.343576958425885e-07,0.7344968299263064,0.0001698658067060173,0.78077206702815,-0.7194296762640804
GOBP_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,4.927154522919969,8.343576958425885e-07,0.7344968299263064,0.0001698658067060173,0.8171821201931718,-0.6287857529229184
HP_INTRACRANIAL_HEMORRHAGE,4.927154522919969,8.343576958425885e-07,0.7344968299263064,0.0001698658067060173,0.7483006702225125,-0.6861848376947234
AIZARANI_LIVER_C33_STELLATE_CELLS_2,4.927154522919969,8.343576958425885e-07,0.7344968299263064,0.0001698658067060173,0.6087145415324149,-0.8182385675411936
GOBP_GLOMERULUS_DEVELOPMENT,4.927154522919969,8.343576958425885e-07,0.7344968299263064,0.0001698658067060173,0.816501814776511,-0.6790432606793093
HP_SPONDYLOLISTHESIS,4.949860304131582,7.426676886807777e-07,0.7378816079444,0.0001698658067060173,0.7301762921959436,-0.6356595526560672
GOMF_N_ACETYLGALACTOSAMINE_4_O_SULFOTRANSFERASE_ACTIVITY,4.927154522919969,8.343576958425885e-07,0.7344968299263064,0.0001698658067060173,0.8539424764433959,-0.640439580448419
GOBP_AXON_EXTENSION,4.949860304131582,7.426676886807777e-07,0.7378816079444,0.0001698658067060173,0.7127470018311226,-0.7460756053720621
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,4.949860304131582,7.426676886807777e-07,0.7378816079444,0.0001698658067060173,0.9007680025691701,-0.5341160558017898
HP_ABNORMAL_CARDIOVASCULAR_SYSTEM_PHYSIOLOGY,4.949860304131582,7.426676886807777e-07,0.7378816079444,0.0001698658067060173,0.7807861785487323,-0.7606736230335192
HP_BLUE_SCLERAE,4.949860304131582,7.426676886807777e-07,0.7378816079444,0.0001698658067060173,0.6018805997537056,-0.7203656061314332
HP_ABNORMAL_ILIUM_MORPHOLOGY,4.949860304131582,7.426676886807777e-07,0.7378816079444,0.0001698658067060173,0.6371147173906769,-0.7862245736768623
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,4.927154522919969,8.343576958425885e-07,0.7344968299263064,0.0001698658067060173,0.7085274811101248,-0.7254993990496998
GOCC_GLYCOPROTEIN_COMPLEX,4.927154522919969,8.343576958425885e-07,0.7344968299263064,0.0001698658067060173,0.6784494779821298,-0.7093463777399868
GOBP_POSITIVE_REGULATION_OF_TRANSPORT,4.949860304131582,7.426676886807777e-07,0.7378816079444,0.0001698658067060173,0.8117741123711645,-0.5551834634130166
HP_BONE_FRACTURE,4.904448741708356,9.36900825518295e-07,0.7311120519082128,0.0001713917488420968,0.8147206205526643,-0.677222266477634
GOBP_REGULATION_OF_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY,4.904448741708356,9.36900825518295e-07,0.7311120519082128,0.0001713917488420968,0.5611960834533783,-0.7839013425358978
HP_OSTEOCHONDROMA,4.904448741708356,9.36900825518295e-07,0.7311120519082128,0.0001713917488420968,0.8216470221880067,-0.5560356399863153
HP_ABNORMAL_KNEE_PHYSIOLOGY,4.904448741708356,9.36900825518295e-07,0.7311120519082128,0.0001713917488420968,0.6601057125304839,-0.7453192287022617
DESCARTES_MAIN_FETAL_DUCTAL_CELLS,4.904448741708356,9.36900825518295e-07,0.7311120519082128,0.0001713917488420968,0.9592756058478255,-0.40920456298580576
GOBP_MUSCLE_CELL_DIFFERENTIATION,4.904448741708356,9.36900825518295e-07,0.7311120519082128,0.0001713917488420968,0.709469003604757,-0.7609173773613634
GOBP_POSITIVE_REGULATION_OF_BONE_RESORPTION,4.904448741708356,9.36900825518295e-07,0.7311120519082128,0.0001713917488420968,0.8480897155156558,-0.42777967868485633
SHIN_B_CELL_LYMPHOMA_CLUSTER_3,4.904448741708356,9.36900825518295e-07,0.7311120519082128,0.0001713917488420968,0.8700586198207894,-0.6895235897504556
PID_INTEGRIN_A9B1_PATHWAY,4.904448741708356,9.36900825518295e-07,0.7311120519082128,0.0001713917488420968,0.7663528429789672,-0.543710787426043
MODULE_1,4.904448741708356,9.36900825518295e-07,0.7311120519082128,0.0001713917488420968,0.6304119011533426,-0.6947991804689392
GOBP_HEART_VALVE_MORPHOGENESIS,4.904448741708356,9.36900825518295e-07,0.7311120519082128,0.0001713917488420968,0.7630679963613173,-0.7148692051496192
KAYO_AGING_MUSCLE_UP,4.904448741708356,9.36900825518295e-07,0.7311120519082128,0.0001713917488420968,0.765632137431531,-0.7582300567185575
HP_ABNORMAL_ILIAC_WING_MORPHOLOGY,4.904448741708356,9.36900825518295e-07,0.7311120519082128,0.0001713917488420968,0.6976914206665192,-0.7165054507164303
GOBP_MEGAKARYOCYTE_DEVELOPMENT,4.904448741708356,9.36900825518295e-07,0.7311120519082128,0.0001713917488420968,0.8246669114010696,-0.647154172055567
P53_DN.V1_DN,4.8817429604967435,1.0515226290944127e-06,0.7277272738901193,0.00018058291681284657,0.7897839507911519,-0.7239875899260799
KIM_GLIS2_TARGETS_DN,4.8817429604967435,1.0515226290944127e-06,0.7277272738901193,0.00018058291681284657,0.8278593983719247,-0.6384201035516756
GRUETZMANN_PANCREATIC_CANCER_DN,4.8817429604967435,1.0515226290944127e-06,0.7277272738901193,0.00018058291681284657,0.8712328415657452,-0.615945609609452
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,4.8817429604967435,1.0515226290944127e-06,0.7277272738901193,0.00018058291681284657,0.7481876371050235,-0.7152123398654978
GOBP_PHAGOCYTOSIS,4.8817429604967435,1.0515226290944127e-06,0.7277272738901193,0.00018058291681284657,0.8248739292888968,-0.5549728802293837
HP_SPLENOMEGALY,4.8817429604967435,1.0515226290944127e-06,0.7277272738901193,0.00018058291681284657,0.7816199524198285,-0.5503994217012725
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,4.8817429604967435,1.0515226290944127e-06,0.7277272738901193,0.00018058291681284657,0.6551149449706369,-0.6560118999286639
HP_ABNORMAL_RIB_CAGE_MORPHOLOGY,4.8817429604967435,1.0515226290944127e-06,0.7277272738901193,0.00018058291681284657,0.6651412316034436,-0.735340273688465
MODULE_227,4.8817429604967435,1.0515226290944127e-06,0.7277272738901193,0.00018058291681284657,0.7585490741037745,-0.7552445898504527
HP_NEPHROLITHIASIS,4.859037179285131,1.1795798331492352e-06,0.7243424958720256,0.0001872861187915248,0.8763500808121276,-0.47751825819126575
HP_PLATYSPONDYLY,4.859037179285131,1.1795798331492352e-06,0.7243424958720256,0.0001872861187915248,0.6245106894819946,-0.6784578000990162
GOBP_INTRACELLULAR_WATER_HOMEOSTASIS,4.859037179285131,1.1795798331492352e-06,0.7243424958720256,0.0001872861187915248,0.9169754093402577,-0.5514763308452442
GOMF_GTPASE_INHIBITOR_ACTIVITY,4.859037179285131,1.1795798331492352e-06,0.7243424958720256,0.0001872861187915248,0.8468692560766271,-0.6909013843685755
HP_PROTRUSIO_ACETABULI,4.859037179285131,1.1795798331492352e-06,0.7243424958720256,0.0001872861187915248,0.5293928796727125,-0.7934491599089494
GOBP_NEPHRON_DEVELOPMENT,4.859037179285131,1.1795798331492352e-06,0.7243424958720256,0.0001872861187915248,0.7687056723707619,-0.6174336236273735
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,4.859037179285131,1.1795798331492352e-06,0.7243424958720256,0.0001872861187915248,0.6182110925136848,-0.6929416858114401
ZAMORA_NOS2_TARGETS_DN,4.859037179285131,1.1795798331492352e-06,0.7243424958720256,0.0001872861187915248,0.8233544092523545,-0.7159798538187928
GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS,4.859037179285131,1.1795798331492352e-06,0.7243424958720256,0.0001872861187915248,0.7176810086336907,-0.6371379811993255
HP_ABNORMAL_FORM_OF_THE_VERTEBRAL_BODIES,4.859037179285131,1.1795798331492352e-06,0.7243424958720256,0.0001872861187915248,0.6136855918948506,-0.7732165941537644
WP_DISTURBED_PATHWAYS_IN_DUCHENNE_MUSCULAR_DYSTROPHY,4.859037179285131,1.1795798331492352e-06,0.7243424958720256,0.0001872861187915248,0.7775915902053171,-0.7210190823248468
LINDVALL_IMMORTALIZED_BY_TERT_DN,4.8363313980735185,1.3225735322275547e-06,0.7209577178539321,0.00019874029060169414,0.6136967696146294,-0.6232228791404836
HP_ABNORMAL_MITRAL_VALVE_PHYSIOLOGY,4.8363313980735185,1.3225735322275547e-06,0.7209577178539321,0.00019874029060169414,0.6754094402333984,-0.7701293396656494
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION,4.8363313980735185,1.3225735322275547e-06,0.7209577178539321,0.00019874029060169414,0.8180366827311222,-0.5965416879702768
GOBP_TANGENTIAL_MIGRATION_FROM_THE_SUBVENTRICULAR_ZONE_TO_THE_OLFACTORY_BULB,4.8363313980735185,1.3225735322275547e-06,0.7209577178539321,0.00019874029060169414,0.8110633096846591,-0.6927691298116213
HP_BRUISING_SUSCEPTIBILITY,4.8363313980735185,1.3225735322275547e-06,0.7209577178539321,0.00019874029060169414,0.7859299551237623,-0.7546067539181
HP_HYPOPLASIA_OF_THE_ODONTOID_PROCESS,4.8363313980735185,1.3225735322275547e-06,0.7209577178539321,0.00019874029060169414,0.6904760287641379,-0.8270136028501855
