Variable,coef,exp(coef),se(coef),z,Pr(>|z|),lower .95,upper .95,log_lower .95,log_upper .95,q-value
Preoperative_CEA,0.007399400382846615,1.0074268435918652,0.010683802527508493,0.6925811632885156,0.48857243485192403,0.9865507919806177,1.028744645931426,-0.01354046778900803,0.028339268554701192,0.7643152419179918
Anatomical_classification_intrahepatic,-1.2693595002503366,0.2810115519782992,2.06694669532151,-0.6141229975226284,0.539134052316253,0.004890305118383047,16.147763878455603,-5.32050058104458,2.781781580543906,0.7945133402555307
iccStage_II,-0.8596437442335028,0.4233128631064055,1.5244026706995635,-0.5639216991393775,0.5728074217493268,0.021334750074758112,8.399150655312942,-3.8474180767413184,2.1281305882743133,0.8019303904490575
Cholelithiasis_Yes,0.14948407704609007,1.1612349803737156,0.3452705772428689,0.4329476268721865,0.6650528186091809,0.5902354114109087,2.2846251742506367,-0.5272338192712875,0.8262019733634677,0.8867370914789078
Tumor_size,0.01655929270542562,1.0166971577240078,0.06915141911755071,0.2394642498554719,0.8107456146024891,0.8878299977927232,1.16426918790077,-0.11897499824480831,0.15209358365565961,0.9080350883547877
Lymphovascular_invasion_Yes,-0.2369224368323486,0.7890524870545226,0.876391847748553,-0.2703384763801732,0.7868998670568897,0.14161843793923398,4.396347229829467,-1.9546188947640226,1.4807740210993254,0.9080350883547877
iCCA_classification_large_iBD,-0.1630133250527727,0.8495798676425945,0.645004310741756,-0.25273214820116024,0.8004752034816094,0.2399802756090766,3.007688651376433,-1.4271985439796957,1.1011718938741502,0.9080350883547877
Age,0.006599522629804812,1.006621347464022,0.018842168796064637,0.35025281331643643,0.7261489745315699,0.9701249031880567,1.0444908009683986,-0.03033044960110633,0.04352949486071601,0.9080350883547877
Type_II_diabetes_Yes,-0.08333964345300432,0.9200386090572813,0.4805737383531203,-0.17341697392496147,0.8623236839751411,0.3587079029306659,2.3597780680055713,-1.025246862540895,0.8585675756348864,0.9286562750501519
HBsAg_Positive,0.15495461029187843,1.1676049626538858,1.3810518150856887,0.11220043201801529,0.9106644866330461,0.07793678667890366,17.492398736308278,-2.5518572080597415,2.8617664286434983,0.9443928009527885
Presence_of_fluke_infection_Yes,0.03742351682821199,1.038132594371824,0.5761559293458928,0.0649537996956809,0.9482107850311358,0.3356046817265359,3.2112760702645473,-1.0918213541689417,1.1666683878253656,0.9482107850311358
